id,gender,yob,numberOfRides,duration,rideFrequency
34ce2ee2-c549-4abb-9ca7-8b041e207a32,M,1974,387,740,0.522972972972973
34e52663-33da-4001-98d9-33b01bc41f83,M,2068,483,849,0.568904593639576
3516c544-ac97-4ef3-a93b-b669182eb3db,M,1994,802,1106,0.7251356238698011
353e509b-11bb-4b9b-93f3-ba92f378e4c2,M,1973,297,526,0.564638783269962
3542f712-c0e5-4c02-b741-2d304dcbcd26,M,1985,96,188,0.5106382978723404
3546de69-3d26-40f9-8f3b-fcc9778e9d1d,M,2072,807,1507,0.53550099535501
357f6301-1fb5-4431-873b-e2658e33de99,M,1987,296,560,0.5285714285714286
359e3004-c9ac-4104-974b-81c5278a8b35,M,1963,221,380,0.5815789473684211
35cc915b-0d77-4d09-999c-be8e97125fe2,M,2090,140,268,0.5223880597014925
35d58657-264c-478b-a3d0-b879ae109e3a,M,1975,385,743,0.5181695827725438
35e05a90-dbd3-4568-88cc-fedc41d08689,M,2097,1093,1230,0.8886178861788618
366f2948-6a84-46ec-9306-94784457a294,F,2000,437,676,0.6464497041420119
36cdfd30-a3d3-4b9d-8b14-cf2f32261a2e,M,1981,834,914,0.912472647702407
36d26c84-b842-4648-a5d6-e43131855eb6,M,1977,1270,2002,0.6343656343656343
3719531e-00d2-4056-a8c8-fba2f623a769,M,1967,470,721,0.651872399445215
3785483e-f809-45e7-8dcf-95cceb10742f,F,2002,638,1023,0.6236559139784946
37c6b861-8dac-4d3a-9f36-94ba297da8ec,M,1994,1724,1891,0.9116869381279746
3827f4cb-4232-47fb-b24d-81e25750722c,M,1967,275,455,0.6043956043956044
38dd08f0-44a9-4936-b1e7-e0e3719a86a0,M,1973,215,382,0.56282722513089
39660cf3-8b36-450d-9092-3958bac40dd6,M,1972,1451,2328,0.6232817869415808
39688f0b-4ef3-4ca3-9e78-c48f4598823f,M,1965,480,554,0.8664259927797834
3991206e-aeaa-4de8-9626-370a0a9cbcd9,M,1976,816,1161,0.7028423772609819
39f907d7-60dc-4c9a-99eb-f03a8c0ebb01,M,1947,253,501,0.5049900199600799
3a063e0d-8e76-4f6f-9bed-1b6826e42cb9,M,2049,2756,5462,0.504577077993409
